t s,Frequency,Position m,Velocity m/s,Magnitude,Acceleration m/s^2,Total Force N,Spring Force N,Damping Force N,Electromagnetic Force N,Signal V,High-Passed Signal,High-Passed Magnitude,dt,Mms,Spring Coefficent N/m,Damping Exponent,Damping coefficient N/m/s,Electromagnetic Force Coefficient N/V,Highpass Cancellation Scale Factor,Fs (hz)
0.0007709750567,1.001776812,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0007936507937,1.001829119,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0008163265306,1.001881429,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0008390022676,1.001933741,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0008616780045,1.001986057,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0008843537415,1.002038374,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0009070294785,1.002090695,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0009297052154,1.002143018,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0009523809524,1.002195344,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0009750566893,1.002247673,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0009977324263,1.002300005,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001020408163,1.002352339,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0010430839,1.002404676,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001065759637,1.002457016,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001088435374,1.002509358,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001111111111,1.002561703,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001133786848,1.002614051,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001156462585,1.002666402,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001179138322,1.002718755,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001201814059,1.002771112,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001224489796,1.00282347,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001247165533,1.002875832,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00126984127,1.002928196,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001292517007,1.002980563,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001315192744,1.003032933,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001337868481,1.003085306,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001360544218,1.003137681,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001383219955,1.003190059,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001405895692,1.00324244,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001428571429,1.003294823,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001451247166,1.00334721,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001473922902,1.003399598,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001496598639,1.00345199,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001519274376,1.003504385,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001541950113,1.003556782,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00156462585,1.003609182,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001587301587,1.003661584,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001609977324,1.00371399,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001632653061,1.003766398,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001655328798,1.003818809,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001678004535,1.003871222,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001700680272,1.003923638,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001723356009,1.003976057,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001746031746,1.004028479,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001768707483,1.004080904,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00179138322,1.004133331,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001814058957,1.004185761,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001836734694,1.004238194,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001859410431,1.004290629,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001882086168,1.004343067,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001904761905,1.004395508,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001927437642,1.004447952,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001950113379,1.004500399,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001972789116,1.004552848,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.001995464853,1.0046053,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00201814059,1.004657754,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002040816327,1.004710212,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002063492063,1.004762672,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.0020861678,1.004815135,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002108843537,1.0048676,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002131519274,1.004920068,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002154195011,1.00497254,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002176870748,1.005025013,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002199546485,1.00507749,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002222222222,1.005129969,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002244897959,1.005182451,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002267573696,1.005234936,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002290249433,1.005287424,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00231292517,1.005339914,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002335600907,1.005392407,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002358276644,1.005444903,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002380952381,1.005497401,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002403628118,1.005549902,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002426303855,1.005602406,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002448979592,1.005654913,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002471655329,1.005707422,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002494331066,1.005759935,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002517006803,1.005812449,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00253968254,1.005864967,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002562358277,1.005917488,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002585034014,1.005970011,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002607709751,1.006022537,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002630385488,1.006075065,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002653061224,1.006127597,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002675736961,1.006180131,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002698412698,1.006232668,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002721088435,1.006285207,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002743764172,1.00633775,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002766439909,1.006390295,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002789115646,1.006442843,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002811791383,1.006495393,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00283446712,1.006547946,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002857142857,1.006600502,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002879818594,1.006653061,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002902494331,1.006705623,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002925170068,1.006758187,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002947845805,1.006810754,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002970521542,1.006863324,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.002993197279,1.006915897,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003015873016,1.006968472,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003038548753,1.00702105,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00306122449,1.007073631,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003083900227,1.007126214,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003106575964,1.0071788,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003129251701,1.007231389,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003151927438,1.007283981,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003174603175,1.007336576,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003197278912,1.007389173,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003219954649,1.007441773,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003242630385,1.007494376,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003265306122,1.007546981,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003287981859,1.007599589,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003310657596,1.0076522,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003333333333,1.007704814,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00335600907,1.007757431,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003378684807,1.00781005,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003401360544,1.007862672,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003424036281,1.007915297,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003446712018,1.007967924,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003469387755,1.008020554,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003492063492,1.008073187,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003514739229,1.008125823,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003537414966,1.008178461,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003560090703,1.008231103,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00358276644,1.008283747,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003605442177,1.008336393,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003628117914,1.008389043,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003650793651,1.008441695,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003673469388,1.00849435,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003696145125,1.008547008,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003718820862,1.008599668,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003741496599,1.008652331,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003764172336,1.008704997,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003786848073,1.008757666,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00380952381,1.008810337,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003832199546,1.008863011,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003854875283,1.008915688,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00387755102,1.008968368,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003900226757,1.009021051,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003922902494,1.009073736,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003945578231,1.009126424,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003968253968,1.009179114,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.003990929705,1.009231808,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004013605442,1.009284504,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004036281179,1.009337203,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004058956916,1.009389905,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004081632653,1.009442609,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00410430839,1.009495316,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004126984127,1.009548026,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004149659864,1.009600739,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004172335601,1.009653455,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004195011338,1.009706173,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004217687075,1.009758894,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004240362812,1.009811618,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004263038549,1.009864344,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004285714286,1.009917073,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004308390023,1.009969805,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00433106576,1.01002254,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004353741497,1.010075278,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004376417234,1.010128018,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004399092971,1.010180761,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004421768707,1.010233507,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004444444444,1.010286255,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004467120181,1.010339006,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004489795918,1.01039176,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004512471655,1.010444517,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004535147392,1.010497277,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004557823129,1.010550039,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004580498866,1.010602804,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004603174603,1.010655572,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00462585034,1.010708342,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004648526077,1.010761116,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004671201814,1.010813892,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004693877551,1.01086667,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004716553288,1.010919452,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004739229025,1.010972236,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004761904762,1.011025023,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004784580499,1.011077813,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004807256236,1.011130606,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004829931973,1.011183401,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00485260771,1.011236199,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004875283447,1.011289,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004897959184,1.011341804,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004920634921,1.01139461,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004943310658,1.011447419,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004965986395,1.011500231,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.004988662132,1.011553046,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005011337868,1.011605863,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005034013605,1.011658683,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005056689342,1.011711506,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005079365079,1.011764332,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005102040816,1.011817161,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005124716553,1.011869992,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00514739229,1.011922826,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005170068027,1.011975662,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005192743764,1.012028502,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005215419501,1.012081344,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005238095238,1.012134189,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005260770975,1.012187037,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005283446712,1.012239887,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005306122449,1.012292741,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005328798186,1.012345597,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005351473923,1.012398455,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00537414966,1.012451317,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005396825397,1.012504181,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005419501134,1.012557048,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005442176871,1.012609918,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005464852608,1.012662791,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005487528345,1.012715666,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005510204082,1.012768544,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005532879819,1.012821425,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005555555556,1.012874309,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005578231293,1.012927195,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005600907029,1.012980084,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005623582766,1.013032976,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005646258503,1.013085871,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00566893424,1.013138768,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005691609977,1.013191669,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005714285714,1.013244572,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005736961451,1.013297477,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005759637188,1.013350386,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005782312925,1.013403297,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005804988662,1.013456211,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005827664399,1.013509128,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005850340136,1.013562047,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005873015873,1.01361497,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.00589569161,1.013667895,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005918367347,1.013720823,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005941043084,1.013773753,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005963718821,1.013826687,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.005986394558,1.013879623,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.006009070295,1.013932562,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
0.006031746032,1.013985503,0,0,#NUM!,0,0,0,0,0,0,0,#NUM!,,,,,,,,
